,0
0,3.157180555221308e-05
1,0.0005094902997091375
2,0.0002618754167736771
3,0.00012364447421097798
4,0.00019908979952121714
5,8.574937994614465e-05
6,9.732247584133899e-05
7,0.0001705543077368641
8,0.00011958998355491629
9,7.93515529999894e-05
10,7.565731054351206e-05
